"Description","Rooms","m_sq","Series","Price","Floor_nr","Max_floors","Hood","Street_a","Street"
"Pardodu 1-istabas dzivokli laba mura maja. Laba krasns. Dzivokli","1",26,"P. kara",20000,3,4,"Maskavas priekspilseta","Ludzas 55","Ludzas"
"Pardodam majigu un gaisu divistabu dzivokli Rigas centra. Dzivok","2",31,"P. kara",55000,2,5,"Centrs","Avotu 66","Avotu"
"Pardod 3-istabu dzivokli tikko pec kapitala remonta. 

Dzivoklim","3",57,"Hrusc.",68000,3,5,"Kengarags","Prusu 9A","Prusu"
"Nesteidzigi tiek tirgots loti labi izremontets dzivoklis, saulai","4",98,"P. kara",230000,4,5,"Centrs","Stabu 53","Stabu"
"Plass, mebelets 3 istabu dzivoklis ar balkonu dazu minusu gajien","3",102,"Jaun.",192000,2,6,"Kliversala","Trijadibas 2a","Trijadibas"
"Dzivoklis pirmskara mura maja Rigas centra (arhitekts Karlis Joh","2",68,"P. kara",92500,4,5,"Centrs","Stabu 51a","Stabu"
"Piedavajam iegadaties elegantu dzivokli pasa Rigas centra, pirms","4",156,"Renov.",243000,5,6,"Centrs","Brivibas 84","Brivibas"
"Tiek pardots 4-istabu dzivoklis ar loti ertu planojumu. 



Dziv","4",76,"467.",72000,6,9,"Purvciems","Ilukstes 107 k1","Ilukstes"
"Ïðîäàåòñÿ øèêàðíàÿ, áëàãîóñòðîåííàÿ êâàðòèðà ñ ìåáåëüþ. 

Êâàðòè","3",68,"Specpr.",65000,4,5,"Vecmilgravis","Rinuzu 11","Rinuzu"
"Tiek pardots dzivoklis Mezaparka jaunaja projekta Ezermalas iela","2",72,"Jaun.",119000,1,5,"Mezaparks","Ezermalas 13","Ezermalas"
"Tiek piedavats vienistabu dzivoklis, majas pirmaja stava. Plass","1",37,"Jaun.",40000,1,9,"Centrs","Klusa 20","Klusa"
"Pardod plasu 4 istabu dzivokli Ziepniekkalna. 



Dzivoklis sast","4",87,"119.",94000,10,10,"Ziepniekkalns","Valdeku 61","Valdeku"
"Óþòíàÿ, êîìïàêòíàÿ 3-õ êîìíàòíàÿ êâàðòèðà, íå òðåáóþùàÿ äîïîëíèò","3",56,"Jaun.",88000,3,5,"Mezciems","Kaivas 50","Kaivas"
"Lielisks piedavajums tiem, kas prot novertet eleganci un klusumu","3",140,"Jaun.",260000,6,12,"Mezaparks","Kokneses pr. 4","Kokneses"
"Ipasniece pardod saulainu dzivokli ar 2 izoletam istabam. Apkart","2",50,"LT proj.",52000,5,5,"Kengarags","Aviacijas 1","Aviacijas"
"Pardod dzivokli vienkarsa stavokli. Zeme ir dzivokla ipasuma. Ir","1",39,"M. gim.",31800,5,5,"Purvciems","Stirnu 12","Stirnu"
"Kiegelu Brezneva projekts. laba stavokli, pec kapitala remonta.","2",42,"Specpr.",49500,5,5,"Kengarags","Maskavas 250","Maskavas"
"Pardod mebeletu 2 istabu dzivokli Jaunbikeru ciemata. 



Dzivok","2",61,"Jaun.",113300,1,4,"Mezciems","Kaivas 29 K-4","Kaivas"
"Pardod loti ienesigu hosteli ar ienesigumu 7, 5% gada. 



Dzivo","6",140,"P. kara",190000,2,3,"Centrs","Caka 114","Caka"
"Gaiss un majigs 3-istabu dzivoklis pie Maras darza. 



- Plass","3",80,"Specpr.",94000,4,5,"Agenskalns","Marupes 45","Marupes"
"Pardod plasu dzivokli renoveta eka, kas buveta 1900.gada, projek","3",108,"Renov.",145000,3,3,"Agenskalns","Margrietas 16","Margrietas"
"Pardodu perspektivu, plasu vienas istabas dzivokli Sarkandaugava","1",43,"Specpr.",34300,4,12,"Sarkandaugava","Limbazu 1k1","Limbazu"
"Plass un majigs dzivoklis Imanta. 

Planojums  priekstelpa, 2 g","2",53,"602.",54800,2,9,"Imanta","Kleistu 19","Kleistu"
"Stavvieta, pec remonta, ipasnieks, zemi komunalie maksajumi.","3",75,"P. kara",149000,2,4,"Centrs","Caka 47","Caka"
"Burvigs, jauns mansarda dzivoklis 1939. gada celta un tikko reno","4",108,"Renov.",274968,6,6,"Centrs","Caka 105","Caka"
"Pardod divu izoletu istabu dzivokli Ilguciema rajona. 

Logi uz","2",50,"LT proj.",42700,5,5,"Ilguciems","Saulgozu 2","Saulgozu"
"Pardodas (zem tirgus vertibas 3 telpas Rigas centra), kuras var","Citi",350,"P. kara",177000,1,2,"Centrs","Bruninieku 92a","Bruninieku"
"Pardosana stiligs 2-istabu dzivoklis, kas atrodas Rigas centra.","2",46,"P. kara",59900,1,2,"Centrs","Stabu 33","Stabu"
"Dzivoklis beletaza ar burvigu skatu uz parku. 

Telpas ar potenc","6",158,"P. kara",225000,1,5,"Centrs","Valdemara 4","Valdemara"
"Dzivoklis ar lielisku planojumu loti laba maja loti laba vieta.","4",89,"Renov.",120000,3,4,"Mezaparks","Viestura pr. 75","Viestura"
"Plass 4 istabu dzivoklis Rigas Vecpilseta, ideala atrasanas viet","4",127,"Renov.",205000,3,5,"Vecriga","Marstalu 2/4","Marstalu"
"Pardod dzivokli. 

 Visas ertibas, ir tualete, dusa, virtuve, is","1",18,"M. gim.",15000,3,3,"Kengarags","Krustpils 75","Krustpils"
"Attistitajs piedava trisistabu dzivokli pilniba rekonstrueta eka","3",77,"Renov.",172800,4,6,"Centrs","Birznieka-Upisa 10","Birznieka"
"Steidzami pardod 1 istabu dzivokli ar kopejo platibu 30 m. Kopta","1",29,"Hrusc.",32000,2,5,"Ilguciems","Grivas 5","Grivas"
"Lielisks 3 istabu dzivoklis ar 2 sanmezgliem 63.20 m2 platiba, k","3",63,"Renov.",186440,2,6,"Centrs","Blaumana 12","Blaumana"
"Pedejie 8 dzivokli saja projekta. 



2 istabu dzivoklis pa ties","2",53,"Renov.",135980,2,6,"Centrs","Lacplesa 24","Lacplesa"
"Trisistabu dzivoklis ar lodziju un vietu automasinam pie majas.","3",54,"LT proj.",61500,4,5,"Imanta","Anninmuizas 40F","Anninmuizas"
"Unikals jaunais projekts pasa Juglas centra, kas sastav no cetri","4",160,"Jaun.",234500,2,2,"Jugla","Juglas 21A","Juglas"
"Ïðîäàþ 1 êîìí .êâàðòèðó â Èëãóöèåìñå ñî âñåìè óäîáñòâàìè , 467 ñ","1",33,"467.",35000,1,9,"Ilguciems","Dzirciema 61","Dzirciema"
"Pardosana 3 istabu dzivoklis bez paradiem, loti saulains un silt","3",78,"119.",83000,6,10,"Ziepniekkalns","Islices 1","Islices"
"Pardod dzivokli renoveta eka. 

Dzivoklim veikts pilnais kapital","1",32,"Renov.",44500,5,5,"Ziepniekkalns","Berzupes 23","Berzupes"
"Saimnieks pardod vienistabas dzivokli ar remontu: nomainiti pake","1",36,"Cehu pr.",44000,5,12,"Ilguciems","Dzirciema 31","Dzirciema"
"Äîì â ñòèëå ëîôò. Ïðîåêò Zundas pasaza

Íåñóùèå ñòåíû êèðïè÷ è ô","1",45,"Renov.",79000,2,5,"Dzeguzkalns","Udens 12","Udens"
"Eka Arsenala iela 7 atrodas viena no Vecrigas klusakajiem nostur","3",70,"P. kara",105000,3,4,"Vecriga","Arsenala 7","Arsenala"
"Ïðåäëîæåíèå îò âëàäåëüöà áåç Ïîñðåäíèêîâ. Ïîìåíÿíû âñå áàòàðèè è","2",52,"602.",47000,9,9,"Ziepniekkalns","Livciema 57","Livciema"
"Ipasnieks pardod: 

Vienistabas dzivokli (34, 9 kv. m. ) klusa,","1",35,"103.",30000,4,5,"Ciekurkalns","Ciekurkalna 8. sk l. 1","Ciekurkalna"
"Ïðåäëàãàåì íà ïðîäàæó øèêàðíóþ êâàðòèðó ñ òåððàñîé â ñîâðåìåííîì","2",67,"Jaun.",120000,14,18,"Imanta","Anninmuizas 38","Anninmuizas"
"Pardod 3 istabas dzivoklis ar izoletam istabam, 1 stavs, 81 kvm,","3",81,"P. kara",84000,1,2,"Krasta"," Maskavas 231b","Maskavas"
"Ipasnieks pardod saulainu, plasu vienistabu dzivokli. Dzivokli i","1",42,"M. gim.",29000,1,5,"Vecmilgravis","Vijolisu 6","Vijolisu"
"Pardosana plass, gaiss cetru istabu dzivoklis ar balkonu klusa i","4",100,"Jaun.",265000,2,3,"Agenskalns","Balozu 33","Balozu"
"Unikals dzivoklis jaunaja projekta Tabago. Piedavajam iegadaties","4",120,"Jaun.",2e+05,3,4,"Zolitude","Liedes 2","Liedes"
"Pardod stradajosu mini-Viesnicu Rigas centra. Viesnica ir septin","1",160,"P. kara",168900,2,3,"Centrs","Brivibas 132","Brivibas"
"Silts 2-istabu dzivoklis 5 min no Rigas centra. Stingra, silta m","2",28,"P. kara",14680,2,2,"Tornakalns","Mukusalas 35","Mukusalas"
"Lat. /rus. /eng. Pardosanai tiek piedavats jauns trisistabu dziv","3",85,"Jaun.",285000,4,6,"Centrs","Strelnieku 7","Strelnieku"
"Ipasnieks pardod dalu no majas dzivokli ar atsevisku ieeju. Kras","3",55,"Specpr.",23860,1,2,"Sampeteris-Pleskodale","Volguntes 17","Volguntes"
"Nesteidzigi pardodam trisistabu dzivokli Rigas prestizaja rajona","3",67,"Specpr.",76800,1,4,"Bergi","Bergu 8","Bergu"
"Labs dzivoklis par sapratigu cenu. 



Ipasnieks pardod siltu, s","1",30,"Hrusc.",29000,1,5,"Sarkandaugava","Sliezu 33","Sliezu"
"Pardod majigu divistabu dzivokli Ziepniekkalna. 



Dzivoklis kl","2",37,"LT proj.",41000,1,5,"Ziepniekkalns","Bauskas 49","Bauskas"
"Liels, gaiss dzivoklis ar lielisku skatu Gertrudes iela. Pardosa","4",87,"P. kara",155400,6,6,"Centrs","Gertrudes 110","Gertrudes"
"Tiek pardot 2-istabu dzivoklis laba stavokli ar iebuvetam loti k","2",58,"Specpr.",140000,1,7,"Ziepniekkalns","Zalenieku 18","Zalenieku"
"Pardod modernu divistabu dzivokli viena no Rigas labakajiem mazs","2",45,"Jaun.",87900,6,6,"Jugla","Brivibas 386","Brivibas"
"Tiek pardots majigs kvalitativi izremontets divistabu dzivoklis,","2",49,"LT proj.",52000,5,5,"Purvciems","Nicgales 11","Nicgales"
"Plass dzivoklis ar lielisku planojumu tuvu centram. 

108, 47 kv","4",108,"Stalina",115000,1,5,"Centrs","Ierocu 1","Ierocu"
"Pardod plasu, gaisu dzivokli Stalina laika 3-stavu maja Lugazu i","3",106,"Stalina",137800,3,3,"Centrs","Lugazu 14a","Lugazu"
"Musdienigs divstavu renovetais projekts. Ekai ir daudz prieksroc","2",83,"Jaun.",162750,4,4,"Teika","Unijas 12a","Unijas"
"Ipasnieks pardod tikko izremontetas telpas ar vecajam podinu kra","5",133,"P. kara",270000,1,5,"Centrs","Blaumana 36","Blaumana"
"Pardod plasu un saulainu dzivokli Arhitekta Eizena Laubes projek","3",148,"P. kara",163000,5,6,"Centrs","Blaumana 29","Blaumana"
"Ipasniece pardod gaisu un saulainu vienistabas dzivokli ar skais","1",35,"M. gim.",35000,10,12,"Jugla","Kveles 24","Kveles"
"Ïðåêðàñíàÿ îòðåìîíòèðîâàííàÿ êâàðòèðà ñ îòëè÷íîé ïëàíèðîâêîé. Âñ","3",56,"LT proj.",54000,1,5,"Vecmilgravis","Emmas 9","Emmas"
"Plass vienistabas dzivoklis ar skaistu skatu par namu jumtiem. V","1",43,"M. gim.",46800,4,5,"Tornakalns","Garozes 18","Garozes"
"Pardosana dzivoklis jaunaja projekta ar unikaku koncepciju  Hof","3",90,"Jaun.",4e+05,3,7,"Centrs","Strelnieku 5","Strelnieku"
"Dzivoklis laba vieta. Blakus veikali skola bernudarzs. Skats no","2",50,"LT proj.",50000,2,5,"Imanta","Kurzemes pr. 44","Kurzemes"
"Ïðåäëàãàåì äëÿ ïðîäàæè óþòíóþ, ñâåòëóþ  4-óõ êîìíàòíóþ êâàðòèðó","4",76,"602.",75300,5,9,"Imantam"," Krumu 10","Krumu"
"Gaiss un majigs trisistabu dzivoklis Plavniekos. 



Visa dzivok","3",65,"602.",73000,6,12,"Plavnieki","Jasmuizas 11","Jasmuizas"
"Tiek pardots saulains dzivoklis jaunaja Ezerparka nami. Dzivokli","1",32,"Jaun.",69500,9,9,"Ciekurkalns","Rusova 7","Rusova"
"Kluss pagalma dzivoklis Centra



Pardod plasu dzivokli, kas atr","3",64,"P. kara",149000,5,6,"Centrs","Brivibas 39A","Brivibas"
"Pardod saulainu 3 istabu dzivokli renoveta eka Mezciema. Maja ti","3",62,"602.",78000,6,9,"Mezciems","Eizensteina 51","Eizensteina"
"Pardod majigu divu izoletu istabu dzivokli Ziepniekkalna. Pie ma","2",48,"Hrusc.",43000,1,3,"Ziepniekkalns","Berzupes 8","Berzupes"
"Gazes apkure, renoveta eka. 

Dzivoklis atrodas Rigas Centra uz","2",40,"Renov.",66000,4,5,"Centrs","Stabu 105","Stabu"
"Tiek pardots plass dzivoklis kvalitativi buveta eka. Briniskigs","1",40,"M. gim.",34500,6,9,"Ziepniekkalns","Valdeku 64","Valdeku"
"Plasie divstavu apartamenti jaunaja projekta Juglas Residence.","5",160,"Jaun.",184500,2,2,"Jugla","Juglas 21A","Juglas"
"Piedavajam iegadaties majigu trisistabu dzivokli vesturiskaja Ri","3",91,"Renov.",164000,3,5,"Vecriga","Peitavas 5","Peitavas"
"Pardodu siltu un saulainu dzivokli Agenskalna. 

Dzivokli ir pla","2",40,"Hrusc.",53000,3,5,"Agenskalns","Kristapa 12","Kristapa"
"Ïðîäàþ êâàðòèðó áåç ðåìîíòà. Ñ ÷àñòè÷íûìè óäîáñòâàìè. Äîì âî äâî","1",32,"Stalina",32000,3,6,"Centrs","Gertrudes 99","Gertrudes"
"Pardosana parplanots 3-istabu dzivoklis. 



Par ipasumu:

+ uzs","3",68,"Specpr.",75000,5,5,"Teika","Bikernieku 12b","Bikernieku"
"Jusu uzmanibai tiek piedavats 2 istabu dzivokli ekskluziva vieta","2",53,"Stalina",110000,4,5,"Vecriga","Grecinieku 11","Grecinieku"
"Tiek pardots briniskigs trisistabu dzivoklis projekta ""Batas Mui","3",186,"Jaun.",206975,1,4,"Ziepniekkalns","Batas 3A","Batas"
"Pardosana gaiss 3-istabu dzivoklis. 



Par ipasumu:

+ uzstadit","3",60,"602.",66500,7,9,"Plavnieki","Pavasara g. 2","Pavasara"
"Plass, erts, sauss un silts (attiecigi vasara ilgi saglabajas ve","3",67,"103.",64900,1,5,"Ciekurkalns","Ciekurkalna 8. sk l. 1","Ciekurkalna"
"Pardod plasu dzivokli projekta Solaris ar panoramas skatu no l","5",186,"Jaun.",320000,14,24,"Imanta","Anninmuizas 43","Anninmuizas"
"Pasa Rigas centra, Akas iela 8, piedavajam iegadaties plasu un g","4",136,"Renov.",320000,2,6,"Centrs","Akas 8","Akas"
"Ipasnieks pardod 1-istabu dzivokli renoveta maja ar visa ertibam","1",20,"Renov.",22000,1,4,"Vecmilgravis","Emmas 28","Emmas"
"Âëàäåëåö ïðîäàåò äâóõêîìíàòíóþ êâàðòèðó â Êåíãàðàãñå. 

Êâàðòèðà","2",38,"LT proj.",30680,5,5,"Kengarags","Maltas 22","Maltas"
"Projekta attistitajs piedava rezervet jau sodien kompaktu 3.ista","3",73,"Jaun.",166500,2,5,"Centrs","Miera 103","Miera"
"Projekta attistitajs piedava rezervet jau sodien kompaktu 1.ista","1",29,"Jaun.",67000,3,5,"Centrs","Miera 103","Miera"
"Projekta attistitajs piedava rezervet jau sodien unikalu 4.istab","4",107,"Jaun.",236000,4,4,"Centrs","Miera 103","Miera"
"Projekta attistitajs piedava rezervet jau sodien saulainu 2.ista","2",47,"Jaun.",109000,2,5,"Centrs","Miera 103","Miera"
"Ïðîäàåòñÿ 4-êîìíàòíàÿ êâàðòèðà, âáëèçè òîðãîâîãî öåíòðà Äîìèíà","4",91,"Specpr.",104000,5,5,"Purvciems","Unijas 28","Unijas"
"Plass 3-istabu dzivoklis skaista nama Rigas vesturiskaja centra","3",109,"Renov.",275301,5,6,"Centrs","Valdemara 37","Valdemara"
"Piedavajam iegadaties nelielu 2.istabu dzivokli renoveta ekas ko","2",43,"Renov.",104340,1,6,"Centrs","Blaumana 12","Blaumana"
"Gaisa, silta un saulaina divistabu miera osta klusa, mieriga Jug","2",46,"Hrusc.",49500,5,5,"Jugla","Silciema 15","Silciema"
"Äîì õîðîøî ðàñïîëîæåí, òèõîå, çåë¸íîå ìåñòî. Åñòü ïàðêîâî÷íûå ìå","1",39,"M. gim.",38000,1,5,"Plavnieki","Dzenu 6","Dzenu"
"Ipasnieks pardod kompaktu, saulainu un izremontetu divistabu (di","2",43,"Hrusc.",72000,4,5,"Centrs","Miera 97/99","Miera"
"Plass vienistabas dzivoklis Ilguciema. Logi versti uz apzalumotu","1",45,"M. gim.",37500,8,9,"Ilguciems","V. Bullu 16","V"
"Piedavajuma unikals 3-istabu dzivoklis 602.serijas eka, loti lab","3",63,"602.",69000,4,9,"Purvciems","Dzelzavas 25","Dzelzavas"
"Tiek pardots labs dzivoklis, no kura var pec velesanas uztaisit","3",75,"Hrusc.",46000,1,5,"Ilguciems","Lilijas 15 k-2","Lilijas"
"Ïðîäàåòñÿ äâóõêîìíàòíàÿ êâàðòèðà â êèðïè÷íîì äîìå. 



Ðåäêîå ïð","2",54,"P. kara",62500,1,2,"Kliversala","Uzvaras bulv. 4","Uzvaras"
"Ïðîäàåòñÿ 3-êîìíàòíàÿ êâàðòèðà â ñàìîì öåíòðå Ðèãè, íà ïåðåñå÷åí","3",86,"P. kara",164000,5,5,"Centrs","Gertrudes 24","Gertrudes"
"Tiek pardots vienistabas dzivoklis. Viena istaba, liela garderob","1",39,"M. gim.",32650,1,5,"Purvciems","Braslas 23","Braslas"
"Divistabu dzivoklis jaunaja projekta Kengaraga, Prusu iela 4. Ze","2",38,"Jaun.",47906,1,5,"Kengarags","Prusu 4","Prusu"
"Plass, gaiss 3-istabu dzivoklis, 119.serijas eka, loti, loti lab","3",76,"119.",86200,9,9,"Purvciems","Virsu 5","Virsu"
"Pardod saulainu, daleji mebeletu 1-istabas dzivokli pirmskaralai","1",31,"P. kara",18000,2,8,"Ilguciems","V. Bullu 2","V"
"Pardodu 2-istabu dzivokli 119. serijas maja. 

Zeme zem majas ir","2",57,"119.",65000,8,10,"Zolitude","Biezina 4","Biezina"
"Pardod plasu tris istabu dzivokli Tornkalna. 



Dzivoklis sasta","3",70,"Renov.",88700,3,3,"Tornakalns","Bauskas 8","Bauskas"
"Pardodam gaumigu divistabu dzivokli netalu no Daugavas promenade","2",49,"LT proj.",53000,4,5,"Kengarags","Lokomotives 64","Lokomotives"
"Divistabu dzivoklis klusaja centra ar gazes apkuri. Planojums sa","2",43,"P. kara",70000,2,2,"Centrs","Jeruzalemes 6","Jeruzalemes"
"Ïðîäàþ êâàðòèðó, öåíòðàëüíîå îòîïëåíèå, òóàëåò è äóø â êîðèäîðå,","1",14,"Stalina",5200,3,3,"Vecmilgravis","Dombrovska 11","Dombrovska"
"Ïðîäàåòñÿ 1 êîìíàòíàÿ êâàðòèðà â êîîïåðàòèâå, áåç ðåìîíòà. Êîììó","1",32,"602.",27000,7,9,"Vecmilgravis","Rinkas 7","Rinkas"
"Gaiss un majigs dzivoklis Teika - klusa un mieriga vieta, Raunas","2",42,"Hrusc.",52500,5,5,"Teika","Raunas 46","Raunas"
"Õîçÿèí áåç ïîñðåäíèêîâ ïðîäàåò 2-õ êîìíàòíóþ êâàðòèðó 467-é ñåðè","2",49,"467.",50000,9,9,"Krasta"," Zilupes 5","Zilupes"
"Ipasnieks pardod dzivokli renoveta nama Rigas centra. Skats no d","2",33,"Renov.",55800,5,5,"Centrs","Avotu 4","Avotu"
"Pardod divu istabu dzivokli Agenskalna, koka maja. 

Dzivokli ir","2",50,"P. kara",39000,1,2,"Agenskalns","Auces 2","Auces"
"Pirksanai tiek piedavats studio tipa dzivoklis ar ieksejo apdari","1",16,"Renov.",18063,2,2,"Plavnieki","Rencenu 16","Rencenu"
"Piedavajam iegadaties svaigi izremontetu studio tipa dzivokli re","1",16,"Renov.",17617,1,2,"Plavnieki","Rencenu 16","Rencenu"
"Õîçÿèí ïðîäàåò 2-õ êîìíàòíóþ êâàðòèðó â Êåíãàðàãñå. 

Íóæåí êàïè","2",44,"LT proj.",35500,1,5,"Kengarags","Lokomotives 98","Lokomotives"
"Projekta attistitajs pardod dzivokli renoveta maja. Dzivokla log","2",34,"Renov.",62000,4,5,"Centrs","Avotu 4","Avotu"
"Pardod 2-istabu dzivoklis Jauna projekta, 2005. gada tika nodots","2",102,"Jaun.",129999,5,10,"Jugla","Ciemupes 1","Ciemupes"
"Pardod tikko izremontetu 2 istabu dzivokli jaunaja projekta Keng","2",46,"Jaun.",57936,3,5,"Kengarags","Prusu 4","Prusu"
"Pardod 4 istabu dzivokli pirmskara ekas mansarda stava. Logi ver","4",127,"P. kara",119000,7,7,"Centrs","Miera 78","Miera"
"Tiek pardots lielisks tris istabu dzivoklis, ar ertu planojumu.","3",109,"Jaun.",239000,3,6,"Centrs","Republikas laukums 3","Republikas"
"Pardod plasu, saulainu dzivokli Rigas centra. 

Dzivokla planoju","5",147,"P. kara",250000,6,6,"Centrs","Brivibas 74","Brivibas"
"Jaunais projekts - netalu no Maras dika. 

Projekts atrodas erta","3",67,"Jaun.",138000,2,5,"Agenskalns","Ventspils 6","Ventspils"
"Pardosana plass un gaiss 5 istabu dzioklis pirmaja stava Augusta","5",91,"602.",82000,1,9,"Plavnieki","Deglava 156","Deglava"
"Pardots saulaina , silta 2-istabu dzivoklis. Istabas ir izoletas","2",38,"Hrusc.",36900,1,5,"Kengarags","Ikskiles 3","Ikskiles"
"Saulains, dzivosanai gatavs trisistabu dzivoklis dzivespriecigas","3",66,"LT proj.",50000,2,5,"Kengarags","Maskavas 321","Maskavas"
"Buvkompanija Merks pardod jaunu, gaisu, pilniba aprikotu 3-ist","3",66,"Jaun.",155000,8,9,"Mezciems","Gailezera 7","Gailezera"
"Pardod gaisu, elegantu dzivokli pasa pilsetas centra. Dzivoklis","2",55,"P. kara",120000,3,5,"Centrs","Nitaures 2","Nitaures"
"Saimnieks pardod 43 m2 plasu dzivokli, kurs atrodas uz Bauskas i","1",43,"LT proj.",36500,1,5,"Ziepniekkalns","Bauskas 15","Bauskas"
"Vesturiska eka ""Pfluga nams"" ar lielisku atrasanas vietu pasa Ri","2",74,"P. kara",144000,1,5,"Centrs","Valdemara 4","Valdemara"
"Musdienigs dzivoklis Zunda pasazas augseja stava. Netalu no Vans","2",65,"Specpr.",117000,5,5,"Centrs","Eksporta 1","Eksporta"
"Musdienigs dzivoklis Zunda pasazas (Udens iela 12) augseja stava","2",65,"Specpr.",117000,5,5,"Kipsala","Azenes 7","Azenes"
"Âëàäåëåö ïðîäàåò 3-êîìíàòíóþ êâàðòèðó ïî óë. Ñòóðìàíþ 5, ðàéîí ñ","3",55,"LT proj.",55000,5,5,"Bolderaja","Sturmanu 5","Sturmanu"
"Ïðîäà¸òñÿ ñîëíå÷íàÿ, ñâåòëàÿ, êîìïàêòíàÿ 2-õ êîìíàòíàÿ êâàðòèðà","2",44,"Specpr.",56999,4,5,"Imanta","Kurzemes pr. 18","Kurzemes"
"Ïðîäà¸òñÿ 3 êîìíàòíàÿ êâàðòèðà 89ì2 Ñ Åâðîðåìîíòîì â òðåõýòàæíîì","3",89,"Renov.",72000,3,3,"Ziepniekkalns","Malu 16","Malu"
"Pardodu gaisu, saulainu 1 istabu dzivokliti ar balkonu Dzirciema","1",30,"LT proj.",35500,4,5,"Dzeguzkalnsm"," Stacijas 6","Stacijas"
"Pardodam 4 ist dzivokli ar 3 izoletam istabam, lielu lodziju ar","4",79,"Jaun.",159000,4,9,"Imanta","Jurmalas g. 82k2","Jurmalas"
"Pardodu dzivokli kartiga mura maja, vasara vesaks jo muris aiztu","1",30,"Specpr.",33600,1,5,"Teika","Apes 1D","Apes"
"Ipasnieks pardod pusotristabas dzivokli laba mura maja. Nepiecie","2",30,"P. kara",23900,3,5,"Maskavas priekspilseta","Daugavpils 52","Daugavpils"
"Pardod 4 istabu (3 gulamistabas) dzivokli Skolas iela 25.

Dzivo","4",122,"P. kara",225500,2,5,"Centrs","Skolas 25","Skolas"
"Ïðîäà¸ì ïðîñòîðíóþ, ñîëíå÷íóþ 3-õ êîìíàòíóþ êâàðòèðó â ñïîêîéíîé","3",74,"119.",82900,8,9,"Purvciems","Virsu 13","Virsu"
"Pardodu erta planojuma 1  istabu dzivokli 103 serijas projekta","1",31,"103.",31000,3,5,"Vecmilgravis","Atlantijas 12","Atlantijas"
"Tiek pardots kopts, silts un gaiss dzivoklis Purvciema centra. D","2",48,"LT proj.",49800,5,5,"Purvciems","Vaidavas 15","Vaidavas"
"Ïðîäàåì êâàðòèðó áåç ðåìîíòà. Êâàðòèðà ñóõàÿ, ò¸ïëàÿ. 2 èçîëèðîâ","2",38,"LT proj.",34500,1,5,"Kengarags","Lokomotives 48","Lokomotives"
"Pardodu gaisu, omuligu, 2-ist. dzivokli ar lodziju, nav stura. N","2",52,"602.",62000,7,9,"Imanta","Kurzemes pr. 148","Kurzemes"
"Âñå óäîáñòâà  äóø, òóàëåò, öåíòðàëüíîå îòîïëåíèå, ãîðÿ÷àÿ è õîë","1",30,"103.",15999,1,5,"Sarkandaugava","Sofijas 6","Sofijas"
"Âëàäåëåö ïðîäà¸ò êâàðòèðó â îòëè÷íîì ñîñòîÿíèè â òèõîì öåíòðå íà","6",169,"Renov.",275000,2,4,"Centrs","Vilandes 6","Vilandes"
"Pardodu skaistu, saulainu, kompaktu dzivokli jauna projekta eka","3",78,"Jaun.",150000,2,4,"Centrs","Varnu 11","Varnu"
